"","carat","cut","color","clarity","total_depth","table","length","width","depth","price"
"17351",1.22,"Very Good","G","VS2",63.1,56,6.82,6.8,4.3,6962
"10022",0.34,"Ideal","D","I1",61.4,55,4.5,4.52,2.77,413
"13243",1,"Good","D","SI1",64.9,53,6.27,6.3,4.08,5469
"48868",0.52,"Very Good","F","VVS2",62.9,57,5.11,5.13,3.22,2035
"42461",0.5,"Very Good","E","SI1",63,58,5.04,5.08,3.19,1316
"23435",1.58,"Ideal","D","SI2",62.5,55,7.39,7.45,4.64,11428
"31435",0.3,"Ideal","H","IF",62.1,57,4.29,4.31,2.67,764
"43616",0.34,"Good","G","SI1",63.9,58,4.4,4.43,2.82,507
"44071",0.55,"Ideal","E","SI1",60.7,57,5.27,5.3,3.21,1551
"38088",0.3,"Ideal","E","VVS2",61.7,55,4.31,4.28,2.65,1013
"43652",0.53,"Ideal","H","VS2",61.9,55.2,5.21,5.24,3.24,1435
"22494",2,"Good","D","SI2",63.8,57,7.93,7.88,5.04,10528
"30023",0.36,"Ideal","E","VS2",61.3,56,4.59,4.61,2.82,718
"22844",2.03,"Premium","H","SI2",58.1,59,8.36,8.31,4.86,10879
"12424",1.72,"Fair","J","I1",68.5,59,7.31,7.24,4.98,5240
"7948",1.07,"Ideal","I","VS2",61.1,57,6.66,6.6,4.05,4319
"26613",2.11,"Very Good","I","VS2",60.3,60.5,8.22,8.29,4.98,16363
"35504",0.41,"Ideal","E","SI1",61.8,56,4.78,4.77,2.95,904
"35426",0.32,"Ideal","E","VS2",60.8,55,4.49,4.42,2.71,900
"26433",2.01,"Very Good","I","VS2",62.3,59,8.02,8.1,5.02,15965
"33978",0.41,"Very Good","H","VVS2",63.1,58,4.71,4.74,2.98,847
"43707",0.61,"Very Good","F","SI2",62.9,56.6,5.38,5.45,3.4,1437
"5171",0.91,"Ideal","E","SI2",62.6,57,6.13,6.18,3.85,3772
"51200",0.73,"Fair","I","VVS2",64.4,59,5.65,5.62,3.63,2351
"46813",0.51,"Premium","D","VS2",62,60,5.12,5.07,3.16,1807
"24128",1.51,"Very Good","I","IF",62.2,62,7.3,7.33,4.55,12291
"9307",1.01,"Good","H","SI1",62.9,55,6.35,6.41,4.01,4574
"21362",0.33,"Good","D","VS2",63.5,56,4.36,4.4,2.78,625
"28610",0.3,"Premium","E","SI1",62.1,60,4.29,4.27,2.66,675
"43415",0.51,"Ideal","E","VS2",60.8,56,5.18,5.21,3.16,1413
"25980",2.22,"Premium","I","SI2",62.9,59,8.24,8.2,5.17,15184
"31232",0.44,"Good","E","SI1",63.4,57,4.81,4.85,3.06,756
"50290",0.3,"Ideal","H","VVS2",61.9,56,4.28,4.31,2.65,542
"20221",1.74,"Premium","H","SI1",61.6,59,7.7,7.62,4.72,8653
"4766",0.72,"Premium","F","VVS1",62.8,58,5.75,5.68,3.59,3689
"12001",1.01,"Good","D","SI1",63.9,61,6.31,6.28,4.02,5147
"4662",0.91,"Premium","H","SI1",62.2,60,6.22,6.16,3.85,3669
"20852",2.25,"Ideal","E","I1",61.4,54,8.52,8.46,5.21,9072
"49324",0.51,"Ideal","F","VVS2",62.2,56,5.08,5.12,3.17,2093
"51434",0.93,"Very Good","F","I1",61.3,59,6.22,6.27,3.83,2374
"40561",0.41,"Very Good","D","VS1",62.8,57,4.73,4.76,2.98,1151
"39578",0.31,"Ideal","H","IF",60.8,56,4.42,4.4,2.68,1081
"19780",1.5,"Good","J","VS1",60.7,61,7.27,7.3,4.42,8347
"30749",0.34,"Ideal","H","VVS1",62.2,54,4.48,4.53,2.8,740
"22431",1.36,"Ideal","G","VS1",61,56,7.13,7.11,4.34,10455
"45833",0.54,"Ideal","E","VS2",62.8,55,5.21,5.24,3.28,1713
"34256",0.53,"Ideal","J","SI2",61.9,54,5.2,5.23,3.23,856
"27652",1.7,"Premium","F","VS1",60.6,58,7.71,7.68,4.66,18598
"39713",0.44,"Ideal","H","VS1",61.3,57,4.98,4.91,3.03,1089
"42601",0.32,"Premium","H","VS2",59.5,58,4.47,4.5,2.67,505
"111",0.8,"Ideal","F","SI2",61.4,57,5.96,6,3.67,2761
"14017",1.01,"Good","G","VS2",63.7,56,6.4,6.32,4.05,5701
"16530",1.05,"Ideal","G","VS2",61.9,56,6.56,6.52,4.05,6604
"42402",0.57,"Ideal","F","SI2",62.2,53,5.34,5.4,3.34,1308
"43076",0.54,"Ideal","H","VS2",62,54,5.22,5.27,3.25,1378
"14914",2.03,"Fair","H","I1",66.6,57,7.81,7.75,5.19,6002
"7366",1.03,"Very Good","F","SI2",61.1,59,6.51,6.58,4,4218
"42854",0.41,"Ideal","D","VVS2",62.3,55,4.77,4.76,2.97,1356
"16500",1.28,"Premium","H","SI1",62,62,6.93,6.87,4.28,6595
"46088",0.56,"Ideal","F","VS2",62.2,55,5.25,5.28,3.28,1739
"47868",0.52,"Ideal","G","VVS2",61.8,57,5.14,5.19,3.19,1911
"25357",0.28,"Very Good","E","VVS2",60,56,4.26,4.28,2.56,642
"21054",0.31,"Premium","F","VS2",59.7,60,4.39,4.42,2.63,625
"6716",0.3,"Ideal","J","VVS2",62,54,4.3,4.34,2.68,413
"22752",1.54,"Good","H","VS1",63.1,57,7.34,7.4,4.65,10769
"33306",0.33,"Ideal","H","VVS2",61.3,56,4.43,4.47,2.73,827
"11263",0.91,"Premium","E","VS1",62.8,60,6.11,6.08,3.83,4969
"5471",1.01,"Fair","F","SI2",65.2,57,6.33,6.24,4.1,3837
"8934",1.01,"Premium","F","SI2",60,59,6.61,6.48,3.93,4497
"37728",0.3,"Very Good","E","VVS1",63.5,57,4.27,4.23,2.7,995
"28851",0.41,"Very Good","D","SI2",62.7,58,4.75,4.78,2.99,683
"12993",1.26,"Premium","I","SI2",62.2,58,6.98,6.92,4.32,5398
"5934",1.01,"Premium","I","SI1",61.6,58,6.45,6.51,3.99,3944
"17026",1.02,"Good","D","VS1",64.6,58,6.22,6.28,4.04,6797
"47888",0.59,"Premium","D","SI1",62.3,54,5.41,5.38,3.36,1912
"4386",0.31,"Premium","D","SI1",61.2,60,4.35,4.41,2.68,571
"17942",1.07,"Good","E","VS2",63.1,56,6.49,6.54,4.11,7250
"40322",0.5,"Premium","J","SI1",60.7,58,5.13,5.11,3.11,1125
"29435",0.42,"Good","H","SI1",63.2,58,4.77,4.79,3.02,700
"13302",1.05,"Very Good","E","SI1",62.2,56,6.49,6.56,4.06,5494
"52908",0.64,"Ideal","G","VVS2",60.7,57,5.58,5.63,3.4,2587
"46026",0.51,"Ideal","F","VS1",61.7,55,5.13,5.17,3.18,1728
"41253",0.3,"Very Good","F","SI1",62.8,56,4.24,4.26,2.67,500
"9004",1.07,"Ideal","D","SI2",61.4,56,6.55,6.58,4.03,4513
"5880",1.01,"Ideal","J","SI1",62.8,57,6.4,6.44,4.03,3926
"9890",1.02,"Ideal","F","SI2",61.6,56,6.52,6.49,4.01,4684
"46389",0.5,"Good","G","VVS2",63.6,57,5.04,5.08,3.22,1764
"36669",0.32,"Ideal","F","IF",60.9,56,4.42,4.44,2.7,949
"24851",2.01,"Ideal","J","SI2",60.8,57,8.15,8.13,4.95,13253
"14652",1.2,"Good","E","VS2",63.7,57,6.71,6.64,4.25,5914
"15720",0.3,"Ideal","I","VS1",61.6,56,4.36,4.31,2.67,608
"26243",2.18,"Very Good","I","SI2",58.9,60,8.51,8.55,5.02,15684
"37725",0.34,"Premium","G","VVS2",61.2,59,4.5,4.46,2.74,995
"39446",0.41,"Ideal","E","VS1",61.5,56,4.79,4.77,2.94,1076
"14060",0.3,"Ideal","F","VS2",61.1,56,4.31,4.33,2.64,605
"26857",2.1,"Premium","E","SI2",62.9,59,8.18,8.13,5.13,16783
"1699",0.7,"Ideal","G","VS1",61.4,57,5.7,5.73,3.51,3034
"41703",0.5,"Very Good","I","VS1",63,55,5.07,5.09,3.2,1242
"39277",0.34,"Ideal","H","SI1",60.7,56,4.52,4.58,2.76,490
"32352",0.3,"Ideal","E","VVS2",61.9,57,4.28,4.31,2.66,789
"21512",1.2,"Very Good","G","VVS1",62.8,56,6.73,6.75,4.23,9609
"53521",0.72,"Ideal","E","SI1",62.1,54,5.76,5.8,3.59,2688
"46632",0.3,"Very Good","E","SI1",62.9,56,4.25,4.3,2.69,526
"48324",0.23,"Ideal","G","IF",62.8,55,3.93,3.96,2.48,536
"42977",0.41,"Premium","E","VVS1",60.7,58,4.8,4.86,2.93,1367
"24328",1.5,"Premium","E","VS2",59.4,62,7.48,7.4,4.42,12587
"7717",0.32,"Ideal","H","VS1",61.4,55,4.43,4.49,2.74,580
"1541",0.7,"Premium","D","VS1",61.6,61,5.66,5.61,3.47,3001
"37269",0.32,"Very Good","H","SI1",61.8,56,4.38,4.41,2.71,482
"20387",0.31,"Premium","F","VS2",62,60,4.3,4.34,2.68,625
"12658",1.04,"Premium","F","SI1",62.2,60,6.48,6.44,4.02,5300
"42312",0.41,"Ideal","F","VVS1",60.3,56,4.8,4.85,2.91,1295
"37126",0.39,"Very Good","E","VVS2",61.9,58,4.66,4.68,2.89,971
"27058",0.28,"Premium","G","VVS2",60.2,60,4.26,4.24,2.56,646
"17070",0.32,"Very Good","D","SI2",63.4,56,4.38,4.36,2.77,612
"6338",1,"Premium","H","SI2",61,57,6.51,6.4,3.94,4032
"19125",0.83,"Very Good","D","IF",59.7,53,6.14,6.23,3.69,7889
"27513",2.02,"Good","E","SI2",58.8,61,8.21,8.25,4.84,18236
"44946",0.58,"Premium","F","SI1",61,57,5.41,5.34,3.28,1634
"47362",0.54,"Ideal","H","VVS1",61.8,55,5.21,5.24,3.23,1846
"33301",0.31,"Good","E","VVS1",59,59,4.4,4.42,2.6,826
"28267",0.28,"Very Good","H","SI1",61.5,56,4.21,4.24,2.6,360
"37862",0.34,"Ideal","F","VVS2",61,56,4.54,4.57,2.78,1003
"14340",1,"Very Good","G","VS2",63.1,61,6.38,6.33,4.01,5806
"3139",0.88,"Ideal","E","SI2",62.2,57,6.08,6.2,3.82,3329
"36384",0.38,"Premium","D","SI1",58.9,61,4.79,4.75,2.81,941
"53877",0.7,"Ideal","E","SI1",61.7,55,5.71,5.74,3.53,2745
"43617",0.34,"Very Good","G","SI1",61.5,56,4.45,4.52,2.76,507
"22236",1.5,"Good","H","VS2",63.6,58,7.22,7.27,4.61,10291
"16312",1.01,"Premium","G","VS1",59.8,59,6.55,6.5,3.9,6529
"30098",0.32,"Ideal","H","VS1",61.9,55,4.42,4.4,2.73,720
"9411",1.01,"Very Good","J","VS1",59.5,59,6.54,6.6,3.91,4588
"9467",0.9,"Very Good","G","VVS1",62.3,58,6.14,6.21,3.85,4601
"36744",0.38,"Ideal","D","VS2",61.5,56,4.66,4.7,2.88,954
"17641",1.24,"Very Good","G","SI1",61.8,58,6.9,6.96,4.28,7106
"50471",0.53,"Ideal","D","VS2",61.6,56,5.2,5.22,3.21,2266
"26827",2.14,"Premium","H","SI2",62,60,8.27,8.19,5.1,16723
"18480",1.05,"Ideal","G","VS1",61,56,6.62,6.56,4.02,7526
"5489",0.9,"Premium","G","VS2",59,58,6.29,6.25,3.7,3841
"45835",0.5,"Good","E","VS1",61,61,5.07,5.12,3.11,1714
"52881",0.54,"Ideal","D","VVS2",61.6,54,5.25,5.27,3.24,2583
"31854",0.3,"Ideal","H","VVS2",61.2,57,4.32,4.31,2.64,776
"44458",0.57,"Very Good","J","IF",59.8,59,5.39,5.41,3.23,1592
"24215",1.4,"Premium","F","VS1",58.8,61,7.35,7.32,4.31,12401
"43530",0.49,"Good","F","VS1",63.6,59,4.95,4.92,3.14,1426
"19978",1.51,"Very Good","J","VS1",61.2,63,7.31,7.24,4.45,8524
"7118",0.73,"Ideal","F","VVS1",61.1,56,5.83,5.86,3.57,4171
"31367",0.33,"Ideal","F","VVS2",61.7,55,4.46,4.49,2.76,761
"52374",0.72,"Very Good","H","SI1",60.3,55,5.84,5.85,3.52,2505
"31337",0.44,"Premium","H","SI2",58.4,60,5.05,4.99,2.93,759
"39209",0.54,"Ideal","F","SI2",61.8,56,5.26,5.29,3.26,1065
"15813",1.24,"Premium","H","SI1",60.1,58,7.04,7.01,4.22,6327
"10630",1.15,"Premium","H","SI2",61.6,60,6.75,6.72,4.15,4830
"1475",0.9,"Very Good","J","VS2",63.1,57,6.12,6.06,3.84,2984
"38928",0.38,"Very Good","E","VVS1",60,59,4.66,4.68,2.8,1053
"42024",0.52,"Very Good","G","SI1",59.4,60,5.23,5.28,3.12,1267
"37548",0.51,"Ideal","J","SI1",62.5,56,5.06,5.12,3.18,988
"27382",0.41,"Good","J","VS1",63.7,56,4.68,4.71,2.99,647
"31439",0.33,"Good","F","VVS1",63.3,57,4.38,4.44,2.79,764
"31835",0.34,"Very Good","E","VVS2",62.7,59,4.41,4.43,2.77,775
"24903",1.5,"Premium","F","VS2",62.4,57,7.38,7.29,4.58,13333
"2214",0.68,"Very Good","G","IF",62.7,56,5.56,5.6,3.5,3143
"47178",0.51,"Ideal","F","VS1",62.1,56,5.15,5.13,3.19,1836
"39666",0.42,"Premium","G","VS2",60.1,61,4.86,4.79,2.9,1087
"38872",0.4,"Premium","F","VS1",62.9,58,4.71,4.67,2.95,1050
"13973",1.2,"Premium","G","SI2",60.2,60,6.9,6.83,4.13,5689
"4422",1,"Premium","E","SI2",59.9,55,6.48,6.4,3.86,3612
"12188",1.01,"Very Good","H","VS2",62,59,6.45,6.48,4.01,5186
"31158",0.41,"Ideal","E","SI1",62.6,57,4.72,4.73,2.96,755
"29794",0.3,"Ideal","D","SI1",61.7,56,4.35,4.31,2.67,709
"5417",0.75,"Premium","F","VVS2",62.4,57,5.88,5.75,3.63,3822
"6884",1.09,"Ideal","J","VS2",61.3,57,6.63,6.61,4.06,4131
"16648",1.27,"Very Good","I","SI1",63,60,6.86,6.8,4.3,6654
"18129",1.41,"Very Good","H","SI2",58.5,57,7.36,7.44,4.33,7339
"26568",2,"Premium","G","SI2",61.8,58,8.05,7.99,4.96,16262
"9251",0.96,"Very Good","F","SI1",60.6,62,6.35,6.39,3.86,4560
"30257",0.31,"Very Good","E","VVS1",62.5,59,4.3,4.34,2.7,725
"27200",2.14,"Premium","G","SI2",60.4,59,8.32,8.38,5.04,17513
"48644",0.31,"Ideal","I","SI1",62.2,56,4.37,4.34,2.71,537
"1917",0.8,"Very Good","F","SI1",63.5,58,5.89,5.85,3.73,3082
"4487",0.9,"Good","E","SI1",60.8,65,6.31,6.18,3.8,3625
"16909",1.23,"Premium","G","SI1",62.4,55,6.89,6.83,4.28,6750
"9587",0.82,"Ideal","D","VS2",61.9,56,5.98,6.03,3.72,4628
"10008",0.9,"Very Good","E","VS2",62.2,56,6.12,6.17,3.82,4707
"34494",0.32,"Ideal","D","VVS2",62,55,4.39,4.41,2.73,867
"53591",0.74,"Ideal","E","SI1",61.6,54,5.82,5.9,3.61,2699
"44556",0.52,"Premium","F","VS2",61.4,62,5.19,5.16,3.18,1605
"19597",1.73,"Good","E","I1",63.6,59,7.56,7.6,4.82,8220
"35907",0.38,"Premium","G","VS2",59.7,62,4.68,4.66,2.79,918
"31972",0.26,"Premium","E","VS1",61.9,58,4.1,4.11,2.54,452
"18689",1.5,"Premium","F","SI2",58.5,60,7.52,7.48,4.39,7644
"53010",0.7,"Premium","F","SI1",59.4,59,5.8,5.75,3.43,2596
"13678",1.02,"Good","H","VS1",59.8,63,6.54,6.61,3.93,5598
"32494",0.32,"Ideal","H","IF",61.6,56,4.4,4.43,2.72,796
"11152",1.01,"Ideal","H","SI1",61.2,58,6.42,6.49,3.95,4943
"34467",0.38,"Ideal","F","VS1",62,54,4.65,4.68,2.89,865
"51691",0.62,"Premium","G","VVS2",59.2,59,5.58,5.56,3.3,2399
"12460",1.12,"Very Good","I","VS2",62.9,55.9,6.59,6.62,4.16,5249
"33989",0.42,"Very Good","G","VS2",60.1,61,4.81,4.84,2.9,847
"52732",0.88,"Good","I","SI1",60.2,64,6.18,6.22,3.73,2558
"10235",1.02,"Ideal","F","SI2",61.8,57,6.43,6.49,3.99,4746
"1051",0.33,"Ideal","G","SI2",62.9,55,4.46,4.41,2.79,557
"50300",0.32,"Very Good","J","VVS1",60.2,60,4.42,4.49,2.68,544
"37315",0.38,"Ideal","E","VS1",62.6,53.5,4.61,4.66,2.9,979
"28768",0.31,"Premium","E","VS2",60.6,59,4.36,4.39,2.65,680
"1409",0.32,"Premium","H","VS1",60.2,58,4.43,4.47,2.68,561
"39292",0.3,"Ideal","H","VS2",62.3,57,4.25,4.29,2.66,491
"29754",0.35,"Ideal","I","VS1",60.9,57,4.59,4.54,2.78,709
"48712",0.56,"Ideal","E","VS1",61.8,56,5.28,5.33,3.28,2010
"17722",0.33,"Very Good","H","VVS2",61.9,55,4.44,4.46,2.75,614
"4785",1.1,"Good","H","SI2",57.6,61,6.82,6.73,3.9,3696
"48892",0.57,"Ideal","F","VS1",61.8,55,5.33,5.35,3.3,2039
"8799",1.21,"Premium","G","SI2",60.9,59,6.87,6.82,4.17,4472
"23025",0.3,"Very Good","G","VVS2",62.4,56,4.27,4.3,2.67,631
"48537",0.46,"Ideal","G","IF",61.1,56,5,5.02,3.06,1987
"25862",2.01,"Premium","G","SI2",59.4,62,8.27,8.22,4.9,14939
"35083",0.39,"Ideal","F","SI1",61.8,55,4.7,4.72,2.91,886
"19373",0.27,"Ideal","E","VVS1",62.3,56,4.15,4.17,2.59,622
"13831",1.25,"Very Good","H","SI2",61.2,62,6.84,6.95,4.22,5637
"36773",0.3,"Ideal","E","VVS1",61.4,56,4.37,4.33,2.67,956
"23194",2,"Premium","H","SI1",61.7,58,7.82,7.77,4.81,11200
"4217",1,"Premium","G","SI1",60,60,6.47,6.42,3.87,3568
"50567",0.7,"Very Good","F","SI1",63.1,54,5.64,5.67,3.57,2278
"19423",1.4,"Ideal","H","SI1",62.4,56,7.11,7.18,4.46,8075
"46190",0.7,"Premium","H","SI2",61.3,61,5.67,5.62,3.46,1749
"41321",0.52,"Ideal","I","VS2",61.9,55,5.19,5.21,3.22,1214
"4388",0.31,"Very Good","D","SI1",60,61,4.41,4.43,2.65,571
"17250",1.01,"Very Good","D","VS2",60.4,58,6.47,6.57,3.94,6905
"49162",0.69,"Very Good","I","VS2",63.3,57,5.64,5.57,3.55,2070
"6745",0.33,"Good","E","SI1",63.4,55,4.37,4.4,2.78,579
"43247",0.42,"Ideal","G","IF",61.6,56,4.85,4.86,2.99,1400
"4419",1.04,"Premium","H","SI2",62.4,58,6.49,6.4,4.02,3611
"18947",1.06,"Ideal","G","VS1",61.2,56,6.56,6.62,4.03,7790
"19766",1.2,"Very Good","F","VS2",62.6,56,6.73,6.78,4.23,8334
"40117",0.41,"Ideal","F","VVS2",61.7,57,4.73,4.8,2.94,1115
"51368",0.71,"Ideal","F","SI2",61.2,55,5.77,5.79,3.54,2365
"41201",0.32,"Ideal","F","IF",61.2,56,4.41,4.45,2.71,1204
"22959",1.5,"Fair","H","VS1",61.7,60,7.37,7.27,4.52,11007
"28818",0.31,"Ideal","D","VS1",62,54,4.35,4.36,2.7,683
"22933",1.52,"Ideal","I","VVS1",61.9,56,7.34,7.37,4.55,10968
"38487",0.42,"Ideal","F","VS1",61.4,57,4.78,4.83,2.95,1031
"29060",0.4,"Good","F","SI1",63.3,58,4.69,4.72,2.98,687
"45509",0.5,"Very Good","D","VS2",61.2,55,5.07,5.12,3.12,1682
"39111",0.41,"Ideal","G","VS2",59.8,57,4.85,4.81,2.89,1061
"53613",0.3,"Very Good","D","SI1",62.2,58,4.28,4.31,2.67,552
"705",0.91,"Fair","J","VS2",65.4,60,6.04,6,3.94,2854
"43822",0.51,"Ideal","E","SI1",62.5,56,5.1,5.07,3.18,1443
"6431",1.02,"Premium","D","SI2",62.3,58,6.42,6.37,3.99,4044
"4720",0.24,"Ideal","F","VS1",61.8,54,3.99,4.03,2.48,572
"18919",1.38,"Ideal","F","SI2",62,58,7.12,7.17,4.43,7767
"3559",0.72,"Ideal","H","VVS2",61.7,55,5.77,5.8,3.57,3417
"47926",0.56,"Premium","G","VS1",62.4,58,5.3,5.22,3.28,1915
"44292",0.52,"Premium","G","VS2",62.4,56,5.19,5.16,3.23,1577
"1283",0.73,"Ideal","F","SI1",61.6,55,5.77,5.81,3.56,2951
"1522",0.72,"Ideal","H","VS1",61.4,56,5.79,5.81,3.56,2998
"10382",0.32,"Good","F","SI1",63.8,59,4.33,4.29,2.75,593
"52580",0.7,"Ideal","E","SI1",60.6,57,5.71,5.77,3.48,2537
"29190",0.4,"Ideal","F","SI1",62,57,4.72,4.76,2.94,694
"13660",1.24,"Very Good","H","SI2",61.2,57,6.87,7.02,4.25,5592
"6265",0.91,"Very Good","H","VS2",63.5,57,6.12,6.16,3.9,4012
"1639",0.71,"Very Good","F","VS1",61.8,60,5.66,5.7,3.51,3017
"47200",0.5,"Ideal","G","VVS2",61.2,56,5.1,5.13,3.13,1838
"38220",0.43,"Ideal","E","SI1",62.3,57,4.82,4.78,2.99,1016
"39474",0.41,"Premium","E","VS1",61.2,58,4.76,4.78,2.92,1079
"52354",0.7,"Very Good","G","VS2",59.6,60,5.71,5.8,3.43,2501
"19875",1.5,"Very Good","J","VVS2",63.3,57,7.28,7.25,4.6,8427
"30199",0.42,"Premium","E","SI1",60,58,4.85,4.89,2.92,722
"2691",0.84,"Ideal","D","SI2",61.8,56,6.04,6.06,3.74,3246
"47697",0.52,"Ideal","E","VS1",60,56,5.25,5.29,3.16,1883
"49511",0.7,"Good","F","SI1",63.8,58,5.56,5.67,3.58,2121
"26426",2.01,"Very Good","I","VVS2",63.5,58,7.92,7.82,5,15952
"9393",1.17,"Good","I","SI1",60,64,6.91,6.83,4.12,4586
"13968",1.02,"Premium","F","SI1",61.8,59,6.45,6.39,3.97,5686
"19497",1.52,"Ideal","J","SI1",61.9,56,7.37,7.41,4.57,8131
"49748",0.71,"Good","H","SI1",64,61,5.61,5.54,3.57,2156
"3092",0.77,"Very Good","E","VS1",62,56,5.88,5.92,3.66,3318
"36656",0.41,"Good","D","VVS2",63.3,59,4.71,4.73,2.99,949
"504",0.7,"Ideal","D","SI1",59.7,58,5.82,5.77,3.46,2822
"7092",1.01,"Very Good","I","SI1",62.9,58,6.34,6.37,4,4166
"51311",0.31,"Good","H","VS1",63.6,55,4.29,4.32,2.74,544
"48842",0.55,"Ideal","D","VS2",62.3,55,5.29,5.24,3.28,2030
"7749",0.61,"Ideal","D","VVS1",62.1,56,5.46,5.43,3.38,4279
"36698",0.34,"Ideal","G","IF",61.1,57,4.47,4.51,2.75,952
"1892",0.76,"Ideal","D","SI1",62.8,57,5.81,5.85,3.66,3075
"50572",0.61,"Ideal","E","VS2",62.2,54,5.51,5.49,3.42,2278
"31231",0.45,"Fair","G","SI1",68.6,57,4.73,4.5,3.19,756
"4758",0.9,"Premium","D","SI1",59.5,57,6.29,6.21,3.72,3689
"53311",0.72,"Ideal","I","VS2",61.8,55,5.75,5.78,3.56,2650
"44262",0.5,"Ideal","E","VS2",61.6,57,5.09,5.13,3.15,1575
"51324",0.31,"Very Good","G","VS2",62.9,56,4.28,4.34,2.71,544
"11208",1.01,"Premium","H","VS2",61.2,59,6.45,6.47,3.95,4959
"45516",0.58,"Ideal","E","VS2",62.3,54,5.39,5.43,3.37,1683
"48685",0.7,"Premium","J","VS1",60.9,58,5.73,5.66,3.47,2005
"17338",1.01,"Ideal","E","VS2",61.4,57,6.44,6.5,3.97,6956
"7658",1.1,"Premium","I","SI2",62.6,59,6.57,6.53,4.1,4269
"52351",0.75,"Very Good","F","SI1",62.1,57,5.82,5.88,3.63,2500
"53452",0.7,"Very Good","G","VS1",61.7,59,5.66,5.69,3.5,2676
"38945",0.31,"Premium","H","VS2",62.7,59,4.29,4.32,2.7,489
"2574",0.61,"Ideal","E","VVS1",59.9,61,5.5,5.55,3.31,3212
"30165",0.4,"Very Good","D","VS2",60.5,58,4.76,4.82,2.9,720
"27799",0.37,"Ideal","G","VS2",60.8,57,4.61,4.66,2.82,649
"3588",1,"Good","J","VS2",57.6,58,6.59,6.56,3.79,3422
"48032",0.5,"Very Good","H","IF",61.4,61,5.14,5.03,3.12,1923
"47887",0.59,"Ideal","D","SI1",61,57,5.46,5.43,3.32,1912
"51298",0.7,"Premium","F","SI2",59.1,58,5.85,5.83,3.45,2362
"29581",0.41,"Very Good","E","SI1",62.8,58,4.72,4.77,2.98,705
"8287",1.09,"Ideal","H","SI2",60,59,6.72,6.77,4.05,4383
"7880",0.92,"Ideal","E","SI2",62.6,57,6.22,6.18,3.88,4309
"6429",1.02,"Premium","D","SI2",61.3,62,6.46,6.42,3.95,4044
"45767",0.61,"Good","H","VS1",60.1,60.3,5.47,5.5,3.29,1706
"6494",1.02,"Premium","I","SI2",62.2,58,6.41,6.36,3.97,4061
"3627",0.9,"Premium","I","VS2",59.8,61,6.22,6.13,3.69,3431
"3079",0.7,"Good","D","VVS2",63.7,55,5.66,5.61,3.59,3312
"39481",0.41,"Ideal","E","VS1",62,54,4.76,4.79,2.96,1079
"36801",0.3,"Premium","G","IF",60,59,4.34,4.32,2.6,956
"51843",0.71,"Very Good","E","SI2",62.2,58,5.65,5.7,3.53,2423
"16852",1,"Premium","E","VS2",60,60,6.43,6.43,3.89,6720
"4455",0.88,"Ideal","F","SI2",62.2,56,6.11,6.17,3.82,3619
"16267",1.21,"Premium","H","SI1",61.6,61,6.88,6.83,4.22,6505
"35600",0.31,"Ideal","H","VVS1",61.5,56,4.38,4.34,2.68,907
"39430",0.41,"Premium","F","VS1",62.7,58,4.77,4.74,2.98,1076
"27718",0.32,"Ideal","I","VS1",60.9,56,4.46,4.44,2.71,648
"49756",0.77,"Very Good","I","SI2",60.8,56,5.89,5.92,3.59,2159
"32639",0.32,"Ideal","G","SI2",61.6,56,4.4,4.43,2.72,459
"14450",1.31,"Premium","I","VS2",60.4,59,7.16,7.05,4.29,5832
"15946",1,"Ideal","G","VS1",62.6,56,6.39,6.36,3.99,6377
"9940",0.9,"Very Good","D","SI1",62.8,59,6.14,6.18,3.87,4693
"38852",0.4,"Premium","G","VVS2",61.7,59,4.76,4.73,2.93,1050
"7726",0.26,"Premium","E","VS1",61.9,58,4.11,4.1,2.54,580
"267",0.7,"Premium","F","VS1",62.1,60,5.71,5.65,3.53,2792
"35430",0.32,"Ideal","E","VS2",61.4,56,4.43,4.4,2.71,900
"26169",2.14,"Premium","I","SI1",59.5,59,8.42,8.36,4.99,15499
"17274",1.26,"Premium","F","SI1",62.3,58,6.89,6.84,4.28,6915
"53093",0.7,"Very Good","G","VS1",62.8,58,5.62,5.68,3.55,2613
"25414",1.56,"Premium","G","VS1",60.9,58,7.49,7.53,4.57,14139
"37363",0.4,"Premium","G","VVS2",61.1,58,4.74,4.76,2.9,982
"48578",0.54,"Premium","D","VS2",61.1,55,5.37,5.24,3.24,1993
"12208",1.05,"Ideal","G","SI1",61.8,56,6.5,6.54,4.03,5192
"9238",1.01,"Premium","H","SI1",59.8,60,6.48,6.52,3.89,4559
"24684",2,"Very Good","J","VS2",60.8,62,8.09,8.12,4.93,13043
"13855",1.26,"Ideal","I","SI1",62.4,56,6.93,6.85,4.3,5645
"38605",0.46,"Ideal","H","SI1",61.2,56,4.99,5.04,3.07,1039
"42512",0.51,"Ideal","F","SI1",61.2,56,5.19,5.21,3.18,1322
"51338",0.52,"Ideal","D","VVS2",62.4,56,5.15,5.17,3.22,2362
"36401",0.31,"Premium","E","VS1",61.1,58,4.37,4.34,2.66,942
"36107",0.42,"Very Good","F","SI1",63.3,56,4.79,4.75,3.02,926
"21155",1.01,"Ideal","E","VVS2",60,55,6.56,6.6,3.95,9310
"30599",0.31,"Ideal","E","VS1",61.4,57,4.32,4.37,2.67,734
"36628",0.24,"Very Good","D","VVS2",61.5,58,3.96,3.98,2.44,478
